,cod_ibge,nm_mun,nfam_estab,fam_estab,nfam_cabecas,fam_cabecas,sisprod
1326,2906600,Candiba (BA),213,836,988,5030,Suinocultura
1327,2906709,Cândido Sales (BA),93,243,494,1246,Suinocultura
1328,2906808,Cansanção (BA),91,299,443,1452,Suinocultura
1329,2906824,Canudos (BA),42,127,228,783,Suinocultura
1330,2906857,Capela do Alto Alegre (BA),49,168,269,1169,Suinocultura
1331,2906873,Capim Grosso (BA),50,171,450,747,Suinocultura
1332,2906899,Caraíbas (BA),192,611,857,3553,Suinocultura
1333,2906907,Caravelas (BA),32,143,184,813,Suinocultura
1334,2907004,Cardeal da Silva (BA),7,10,166,59,Suinocultura
1335,2907103,Carinhanha (BA),149,950,1698,4613,Suinocultura
1336,2907202,Casa Nova (BA),697,2699,5825,22605,Suinocultura
1337,2907301,Castro Alves (BA),2,132,0,0,Suinocultura
1338,2907400,Catolândia (BA),36,173,188,621,Suinocultura
1339,2907509,Catu (BA),10,24,344,123,Suinocultura
1340,2907558,Caturama (BA),75,685,385,3136,Suinocultura
1341,2907608,Central (BA),42,139,421,1126,Suinocultura
1342,2907707,Chorrochó (BA),18,374,75,1772,Suinocultura
1343,2907806,Cícero Dantas (BA),75,455,530,1853,Suinocultura
1344,2907905,Cipó (BA),22,99,128,416,Suinocultura
1345,2908002,Coaraci (BA),2,13,0,0,Suinocultura
1346,2908101,Cocos (BA),121,783,1106,3732,Suinocultura
1347,2908200,Conceição da Feira (BA),69,228,5652,2102,Suinocultura
1348,2908309,Conceição do Almeida (BA),24,84,80,362,Suinocultura
1349,2908408,Conceição do Coité (BA),106,350,1005,5869,Suinocultura
1350,2908507,Conceição do Jacuípe (BA),8,22,85,877,Suinocultura
1351,2908606,Conde (BA),20,47,110,322,Suinocultura
1352,2908705,Condeúba (BA),210,1073,897,4225,Suinocultura
1353,2908804,Contendas do Sincorá (BA),9,19,89,142,Suinocultura
1354,2908903,Coração de Maria (BA),56,343,273,1602,Suinocultura
1355,2909000,Cordeiros (BA),67,442,200,1568,Suinocultura
1356,2909109,Coribe (BA),94,925,506,4357,Suinocultura
1357,2909208,Coronel João Sá (BA),61,176,172,577,Suinocultura
1358,2909307,Correntina (BA),357,1281,1758,4823,Suinocultura
1359,2909406,Cotegipe (BA),149,609,985,3033,Suinocultura
1360,2909505,Cravolândia (BA),0,7,0,31,Suinocultura
1361,2909604,Crisópolis (BA),27,189,131,810,Suinocultura
1362,2909703,Cristópolis (BA),69,550,476,2691,Suinocultura
1363,2909802,Cruz das Almas (BA),12,82,50,363,Suinocultura
1364,2909901,Curaçá (BA),74,535,378,2578,Suinocultura
1365,2910008,Dário Meira (BA),19,61,198,280,Suinocultura
1366,2910057,Dias d'Ávila (BA),9,9,277,79,Suinocultura
1367,2910107,Dom Basílio (BA),29,351,195,1472,Suinocultura
1368,2910206,Dom Macedo Costa (BA),17,50,67,261,Suinocultura
1369,2910305,Elísio Medrado (BA),51,164,279,797,Suinocultura
1370,2910404,Encruzilhada (BA),72,184,678,1083,Suinocultura
1371,2910503,Entre Rios (BA),24,39,1012,362,Suinocultura
1372,2910602,Esplanada (BA),45,102,1208,1005,Suinocultura
1373,2910701,Euclides da Cunha (BA),87,597,815,2011,Suinocultura
1374,2910727,Eunápolis (BA),23,67,216,475,Suinocultura
1375,2910750,Fátima (BA),48,260,302,1110,Suinocultura
1376,2910776,Feira da Mata (BA),216,629,1156,3488,Suinocultura
1377,2910800,Feira de Santana (BA),440,768,8962,4104,Suinocultura
1378,2910859,Filadélfia (BA),33,157,123,788,Suinocultura
1379,2910909,Firmino Alves (BA),6,20,155,198,Suinocultura
1380,2911006,Floresta Azul (BA),2,8,0,0,Suinocultura
1381,2911105,Formosa do Rio Preto (BA),151,426,1929,2531,Suinocultura
1382,2911204,Gandu (BA),1,5,0,0,Suinocultura
1383,2911253,Gavião (BA),5,31,57,214,Suinocultura
1384,2911303,Gentio do Ouro (BA),15,72,174,650,Suinocultura
1385,2911402,Glória (BA),14,93,393,450,Suinocultura
1386,2911501,Gongogi (BA),4,14,94,322,Suinocultura
1387,2911600,Governador Mangabeira (BA),65,269,198,789,Suinocultura
1388,2911659,Guajeru (BA),184,871,712,3635,Suinocultura
1389,2911709,Guanambi (BA),310,1502,1920,8284,Suinocultura
1390,2911808,Guaratinga (BA),123,428,1258,2778,Suinocultura
1391,2911857,Heliópolis (BA),20,188,69,665,Suinocultura
1392,2911907,Iaçu (BA),67,125,450,696,Suinocultura
1393,2912004,Ibiassucê (BA),220,827,992,4965,Suinocultura
1394,2912103,Ibicaraí (BA),2,1,0,0,Suinocultura
1395,2912202,Ibicoara (BA),16,29,75,109,Suinocultura
1396,2912301,Ibicuí (BA),40,75,640,722,Suinocultura
1397,2912400,Ibipeba (BA),52,222,922,1801,Suinocultura
1398,2912509,Ibipitanga (BA),166,550,753,2929,Suinocultura
1399,2912608,Ibiquera (BA),12,126,46,744,Suinocultura
1400,2912707,Ibirapitanga (BA),16,42,89,128,Suinocultura
1401,2912806,Ibirapuã (BA),20,76,572,847,Suinocultura
1402,2912905,Ibirataia (BA),7,28,21,161,Suinocultura
1403,2913002,Ibitiara (BA),209,734,1037,3571,Suinocultura
1404,2913101,Ibititá (BA),48,185,394,1637,Suinocultura
1405,2913200,Ibotirama (BA),77,307,400,1287,Suinocultura
1406,2913309,Ichu (BA),21,44,373,206,Suinocultura
1407,2913408,Igaporã (BA),209,522,2058,4853,Suinocultura
1408,2913457,Igrapiúna (BA),7,39,118,141,Suinocultura
1409,2913507,Iguaí (BA),23,106,367,847,Suinocultura
1410,2913606,Ilhéus (BA),23,47,147,319,Suinocultura
1411,2913705,Inhambupe (BA),110,249,560,1098,Suinocultura
1412,2913804,Ipecaetá (BA),50,257,85,599,Suinocultura
1413,2913903,Ipiaú (BA),7,21,22,78,Suinocultura
1414,2914000,Ipirá (BA),200,746,6139,2803,Suinocultura
1415,2914109,Ipupiara (BA),19,110,144,797,Suinocultura
1416,2914208,Irajuba (BA),1,12,0,0,Suinocultura
1417,2914307,Iramaia (BA),57,168,293,821,Suinocultura
1418,2914406,Iraquara (BA),103,418,434,1959,Suinocultura
1419,2914505,Irará (BA),99,615,312,2021,Suinocultura
1420,2914604,Irecê (BA),17,71,370,757,Suinocultura
1421,2914653,Itabela (BA),36,35,375,432,Suinocultura
1422,2914703,Itaberaba (BA),129,442,1016,2677,Suinocultura
1423,2914802,Itabuna (BA),11,21,12647,167,Suinocultura
1424,2914901,Itacaré (BA),5,38,25,346,Suinocultura
1425,2915007,Itaeté (BA),44,245,322,1076,Suinocultura
1426,2915106,Itagi (BA),6,28,31,198,Suinocultura
1427,2915205,Itagibá (BA),13,58,102,302,Suinocultura
1428,2915304,Itagimirim (BA),5,7,47,52,Suinocultura
1429,2915353,Itaguaçu da Bahia (BA),74,186,1144,2119,Suinocultura
1430,2915403,Itaju do Colônia (BA),1,1,0,0,Suinocultura
1431,2915502,Itajuípe (BA),7,8,29,33,Suinocultura
1432,2915601,Itamaraju (BA),104,257,739,2185,Suinocultura
1433,2915700,Itamari (BA),2,4,0,0,Suinocultura
1434,2915809,Itambé (BA),85,224,511,1652,Suinocultura
1435,2915908,Itanagra (BA),13,14,196,122,Suinocultura
1436,2916005,Itanhém (BA),72,308,711,2805,Suinocultura
1437,2916203,Itapé (BA),7,6,155,55,Suinocultura
1438,2916302,Itapebi (BA),5,10,51,95,Suinocultura
1439,2916401,Itapetinga (BA),21,27,515,258,Suinocultura
1440,2916500,Itapicuru (BA),61,168,1417,1054,Suinocultura
1441,2916609,Itapitanga (BA),9,4,50,22,Suinocultura
1442,2916708,Itaquara (BA),2,24,0,0,Suinocultura
1443,2916807,Itarantim (BA),87,72,1690,1139,Suinocultura
1444,2916856,Itatim (BA),52,118,185,709,Suinocultura
1445,2916906,Itiruçu (BA),10,13,60,163,Suinocultura
1446,2917003,Itiúba (BA),48,391,175,1743,Suinocultura
1447,2917102,Itororó (BA),5,30,80,352,Suinocultura
1448,2917201,Ituaçu (BA),130,439,502,1658,Suinocultura
1449,2917300,Ituberá (BA),3,32,17,72,Suinocultura
1450,2917334,Iuiu (BA),97,351,1643,1920,Suinocultura
1451,2917359,Jaborandi (BA),60,698,758,3341,Suinocultura
1452,2917409,Jacaraci (BA),187,1303,856,5776,Suinocultura
1453,2917508,Jacobina (BA),46,215,310,941,Suinocultura
1454,2917607,Jaguaquara (BA),17,89,161,279,Suinocultura
1455,2917706,Jaguarari (BA),39,223,179,1439,Suinocultura
1456,2917805,Jaguaripe (BA),18,67,247,287,Suinocultura
1457,2917904,Jandaíra (BA),9,24,48,167,Suinocultura
1458,2918001,Jequié (BA),38,105,462,597,Suinocultura
1459,2918100,Jeremoabo (BA),62,556,232,1825,Suinocultura
1460,2918209,Jiquiriçá (BA),4,47,24,185,Suinocultura
1461,2918308,Jitaúna (BA),8,26,17,75,Suinocultura
1462,2918357,João Dourado (BA),29,73,194,484,Suinocultura
1463,2918407,Juazeiro (BA),328,506,2190,3204,Suinocultura
1464,2918456,Jucuruçu (BA),29,179,285,1369,Suinocultura
1465,2918506,Jussara (BA),42,180,389,1347,Suinocultura
1466,2918555,Jussari (BA),4,1,0,0,Suinocultura
1467,2918605,Jussiape (BA),11,124,60,435,Suinocultura
1468,2918704,Lafaiete Coutinho (BA),6,27,17,72,Suinocultura
1469,2918753,Lagoa Real (BA),217,944,1080,5189,Suinocultura
1470,2918803,Laje (BA),48,213,195,1047,Suinocultura
1471,2918902,Lajedão (BA),17,72,236,551,Suinocultura
1472,2919009,Lajedinho (BA),34,109,166,604,Suinocultura
1473,2919058,Lajedo do Tabocal (BA),5,31,20,167,Suinocultura
1474,2919108,Lamarão (BA),49,155,141,558,Suinocultura
1475,2919157,Lapão (BA),93,220,1160,1728,Suinocultura
1476,2919207,Lauro de Freitas (BA),3,9,73,115,Suinocultura
1477,2919306,Lençóis (BA),33,54,179,320,Suinocultura
1478,2919405,Licínio de Almeida (BA),355,553,1469,2466,Suinocultura
1479,2919504,Livramento de Nossa Senhora (BA),75,1142,4855,6365,Suinocultura
1480,2919553,Luís Eduardo Magalhães (BA),51,74,2258,2279,Suinocultura
1481,2919603,Macajuba (BA),39,219,222,926,Suinocultura
1482,2919702,Macarani (BA),36,39,1021,670,Suinocultura
1483,2919801,Macaúbas (BA),414,2315,1493,9594,Suinocultura
1484,2919900,Macururé (BA),53,224,327,1214,Suinocultura
1485,2919959,Maetinga (BA),83,508,474,3156,Suinocultura
1486,2920007,Maiquinique (BA),33,87,1573,2802,Suinocultura
1487,2920106,Mairi (BA),106,372,471,1423,Suinocultura
1488,2920205,Malhada (BA),125,585,960,3086,Suinocultura
1489,2920304,Malhada de Pedras (BA),235,515,977,2930,Suinocultura
1490,2920403,Manoel Vitorino (BA),31,212,241,1142,Suinocultura
1491,2920452,Mansidão (BA),69,361,688,1999,Suinocultura
1492,2920502,Maracás (BA),55,135,446,756,Suinocultura
1493,2920601,Maragogipe (BA),17,119,107,337,Suinocultura
1494,2920700,Maraú (BA),8,25,57,44,Suinocultura
1495,2920809,Marcionílio Souza (BA),25,102,113,415,Suinocultura
1496,2920908,Mascote (BA),15,22,144,152,Suinocultura
1497,2921005,Mata de São João (BA),6,20,6039,229,Suinocultura
1498,2921054,Matina (BA),55,599,463,3161,Suinocultura
1499,2921104,Medeiros Neto (BA),42,137,572,1779,Suinocultura
1500,2921203,Miguel Calmon (BA),57,104,343,613,Suinocultura
1501,2921302,Milagres (BA),11,38,56,124,Suinocultura
1502,2921401,Mirangaba (BA),1,56,0,0,Suinocultura
1503,2921450,Mirante (BA),93,385,556,1761,Suinocultura
1504,2921500,Monte Santo (BA),212,1464,851,6918,Suinocultura
1505,2921609,Morpará (BA),19,75,76,395,Suinocultura
1506,2921708,Morro do Chapéu (BA),25,162,243,1179,Suinocultura
1507,2921807,Mortugaba (BA),291,837,1215,3883,Suinocultura
1508,2921906,Mucugê (BA),15,83,120,427,Suinocultura
1509,2922003,Mucuri (BA),20,145,177,889,Suinocultura
1510,2922052,Mulungu do Morro (BA),121,281,681,1986,Suinocultura
1511,2922102,Mundo Novo (BA),64,183,294,894,Suinocultura
1512,2922201,Muniz Ferreira (BA),19,59,72,211,Suinocultura
1513,2922250,Muquém do São Francisco (BA),80,355,517,1673,Suinocultura
1514,2922300,Muritiba (BA),31,91,89,300,Suinocultura
1515,2922409,Mutuípe (BA),8,96,16,309,Suinocultura
1516,2922508,Nazaré (BA),14,37,209,138,Suinocultura
1517,2922607,Nilo Peçanha (BA),0,13,0,35,Suinocultura
1518,2922656,Nordestina (BA),39,205,194,824,Suinocultura
1519,2922706,Nova Canaã (BA),72,301,612,2405,Suinocultura
1520,2922730,Nova Fátima (BA),19,87,223,397,Suinocultura
1521,2922755,Nova Ibiá (BA),7,10,29,54,Suinocultura
1522,2922805,Nova Itarana (BA),21,45,87,214,Suinocultura
1523,2922854,Nova Redenção (BA),30,191,181,720,Suinocultura
1524,2922904,Nova Soure (BA),44,212,139,903,Suinocultura
1525,2923001,Nova Viçosa (BA),8,46,71,537,Suinocultura
1526,2923035,Novo Horizonte (BA),43,214,202,892,Suinocultura
1527,2923050,Novo Triunfo (BA),28,105,59,268,Suinocultura
1528,2923100,Olindina (BA),20,100,104,514,Suinocultura
1529,2923209,Oliveira dos Brejinhos (BA),141,815,729,4377,Suinocultura
1530,2923308,Ouriçangas (BA),18,140,96,446,Suinocultura
1531,2923357,Ourolândia (BA),26,120,144,712,Suinocultura
1532,2923407,Palmas de Monte Alto (BA),161,704,779,3375,Suinocultura
1533,2923506,Palmeiras (BA),7,42,48,189,Suinocultura
1534,2923605,Paramirim (BA),337,776,1774,6405,Suinocultura
1535,2923704,Paratinga (BA),224,1453,724,4635,Suinocultura
1536,2923803,Paripiranga (BA),115,442,414,1799,Suinocultura
1537,2923902,Pau Brasil (BA),3,42,0,0,Suinocultura
1538,2924009,Paulo Afonso (BA),20,86,307,660,Suinocultura
1539,2924058,Pé de Serra (BA),32,220,511,1540,Suinocultura
1540,2924108,Pedrão (BA),3,133,11,552,Suinocultura
1541,2924207,Pedro Alexandre (BA),48,100,180,284,Suinocultura
1542,2924306,Piatã (BA),95,496,415,1471,Suinocultura
1543,2924405,Pilão Arcado (BA),107,1996,1061,17803,Suinocultura
1544,2924504,Pindaí (BA),295,1422,1690,6855,Suinocultura
1545,2924603,Pindobaçu (BA),29,57,128,338,Suinocultura
1546,2924652,Pintadas (BA),32,180,183,803,Suinocultura
1547,2924678,Piraí do Norte (BA),17,22,36,64,Suinocultura
1548,2924702,Piripá (BA),121,449,547,2069,Suinocultura
1549,2924801,Piritiba (BA),93,178,481,1295,Suinocultura
1550,2924900,Planaltino (BA),16,167,112,979,Suinocultura
1551,2925006,Planalto (BA),40,215,330,1089,Suinocultura
1552,2925105,Poções (BA),55,220,248,1148,Suinocultura
1553,2925204,Pojuca (BA),8,20,49,198,Suinocultura
1554,2925253,Ponto Novo (BA),13,109,115,480,Suinocultura
1555,2925303,Porto Seguro (BA),42,123,621,1385,Suinocultura
1556,2925402,Potiraguá (BA),40,24,550,378,Suinocultura
1557,2925501,Prado (BA),33,143,330,1030,Suinocultura
1558,2925600,Presidente Dutra (BA),31,102,230,761,Suinocultura
1559,2925709,Presidente Jânio Quadros (BA),88,1130,651,5249,Suinocultura
1560,2925758,Presidente Tancredo Neves (BA),39,192,1043,1645,Suinocultura
1561,2925808,Queimadas (BA),94,234,610,1007,Suinocultura
1562,2925907,Quijingue (BA),71,392,366,1721,Suinocultura
1563,2925931,Quixabeira (BA),40,146,200,662,Suinocultura
1564,2925956,Rafael Jambeiro (BA),103,292,271,790,Suinocultura
1565,2926004,Remanso (BA),169,1264,1559,9276,Suinocultura
1566,2926103,Retirolândia (BA),17,36,82,339,Suinocultura
1567,2926202,Riachão das Neves (BA),122,419,1443,3562,Suinocultura
1568,2926301,Riachão do Jacuípe (BA),134,339,2440,2881,Suinocultura
1569,2926400,Riacho de Santana (BA),263,1446,2025,7104,Suinocultura
1570,2926509,Ribeira do Amparo (BA),24,167,91,645,Suinocultura
1571,2926608,Ribeira do Pombal (BA),93,521,595,2777,Suinocultura
1572,2926657,Ribeirão do Largo (BA),49,223,352,1162,Suinocultura
1573,2926707,Rio de Contas (BA),26,230,110,1096,Suinocultura
1574,2926806,Rio do Antônio (BA),184,1074,706,4654,Suinocultura
1575,2926905,Rio do Pires (BA),113,295,311,1294,Suinocultura
1576,2927002,Rio Real (BA),45,73,438,670,Suinocultura
1577,2927101,Rodelas (BA),3,5,17,51,Suinocultura
1578,2927200,Ruy Barbosa (BA),109,381,464,1646,Suinocultura
1579,2927309,Salinas da Margarida (BA),1,0,0,0,Suinocultura
1580,2927408,Salvador (BA),2,0,0,0,Suinocultura
1581,2927507,Santa Bárbara (BA),42,150,496,793,Suinocultura
1582,2927606,Santa Brígida (BA),27,187,188,938,Suinocultura
1583,2927705,Santa Cruz Cabrália (BA),27,63,193,460,Suinocultura
1584,2927804,Santa Cruz da Vitória (BA),3,13,105,180,Suinocultura
1585,2927903,Santa Inês (BA),1,4,0,0,Suinocultura
1586,2928000,Santaluz (BA),46,151,335,1070,Suinocultura
1587,2928059,Santa Luzia (BA),11,25,76,197,Suinocultura
1588,2928109,Santa Maria da Vitória (BA),249,1200,1656,5297,Suinocultura
1589,2928208,Santana (BA),184,1175,1714,4542,Suinocultura
1590,2928307,Santanópolis (BA),28,155,130,435,Suinocultura
1591,2928406,Santa Rita de Cássia (BA),142,788,1180,3964,Suinocultura
1592,2928505,Santa Terezinha (BA),5,92,9,443,Suinocultura
1593,2928604,Santo Amaro (BA),22,109,107,539,Suinocultura
1594,2928703,Santo Antônio de Jesus (BA),60,187,2286,1183,Suinocultura
1595,2928802,Santo Estêvão (BA),165,612,407,1537,Suinocultura
1596,2928901,São Desidério (BA),150,504,4500,2189,Suinocultura
1597,2928950,São Domingos (BA),17,67,112,468,Suinocultura
1598,2929008,São Félix (BA),6,38,19,183,Suinocultura
1599,2929057,São Félix do Coribe (BA),65,492,833,2745,Suinocultura
1600,2929107,São Felipe (BA),31,141,114,389,Suinocultura
1601,2929206,São Francisco do Conde (BA),1,8,0,0,Suinocultura
1602,2929255,São Gabriel (BA),55,150,457,1322,Suinocultura
1603,2929305,São Gonçalo dos Campos (BA),108,210,434,2365,Suinocultura
1604,2929354,São José da Vitória (BA),1,2,0,0,Suinocultura
1605,2929370,São José do Jacuípe (BA),29,127,206,783,Suinocultura
1606,2929404,São Miguel das Matas (BA),13,60,43,292,Suinocultura
1607,2929503,São Sebastião do Passé (BA),14,37,333,262,Suinocultura
1608,2929602,Sapeaçu (BA),13,91,86,313,Suinocultura
1609,2929701,Sátiro Dias (BA),62,198,1084,789,Suinocultura
1610,2929750,Saubara (BA),0,3,0,23,Suinocultura
1611,2929800,Saúde (BA),14,75,63,369,Suinocultura
1612,2929909,Seabra (BA),91,575,292,2410,Suinocultura
1613,2930006,Sebastião Laranjeiras (BA),136,467,1155,2669,Suinocultura
1614,2930105,Senhor do Bonfim (BA),26,109,406,1090,Suinocultura
1615,2930154,Serra do Ramalho (BA),63,281,437,1566,Suinocultura
1616,2930204,Sento Sé (BA),9,150,99,1400,Suinocultura
1617,2930303,Serra Dourada (BA),199,1004,1050,4948,Suinocultura
1618,2930402,Serra Preta (BA),41,133,174,458,Suinocultura
1619,2930501,Serrinha (BA),174,408,1243,2464,Suinocultura
1620,2930600,Serrolândia (BA),50,172,326,722,Suinocultura
1621,2930709,Simões Filho (BA),9,37,3565,352,Suinocultura
1622,2930758,Sítio do Mato (BA),44,719,218,3409,Suinocultura
1623,2930766,Sítio do Quinto (BA),31,286,174,874,Suinocultura
1624,2930774,Sobradinho (BA),24,47,194,361,Suinocultura
1625,2930808,Souto Soares (BA),91,443,423,2269,Suinocultura
1626,2930907,Tabocas do Brejo Velho (BA),272,737,786,2507,Suinocultura
1627,2931004,Tanhaçu (BA),171,611,659,3346,Suinocultura
1628,2931053,Tanque Novo (BA),160,1025,897,5031,Suinocultura
1629,2931103,Tanquinho (BA),22,74,111,267,Suinocultura
1630,2931202,Taperoá (BA),9,81,29,308,Suinocultura
1631,2931301,Tapiramutá (BA),8,45,37,173,Suinocultura
1632,2931350,Teixeira de Freitas (BA),25,56,189,627,Suinocultura
1633,2931400,Teodoro Sampaio (BA),2,7,0,0,Suinocultura
1634,2931509,Teofilândia (BA),46,158,249,620,Suinocultura
1635,2931608,Teolândia (BA),11,76,56,324,Suinocultura
1636,2931707,Terra Nova (BA),5,16,31,50,Suinocultura
1637,2931806,Tremedal (BA),128,1048,498,4939,Suinocultura
1638,2931905,Tucano (BA),39,311,747,1795,Suinocultura
1639,2932002,Uauá (BA),41,521,208,2261,Suinocultura
1640,2932101,Ubaíra (BA),10,105,28,418,Suinocultura
1641,2932200,Ubaitaba (BA),0,6,0,37,Suinocultura
1642,2932309,Ubatã (BA),0,5,0,36,Suinocultura
1643,2932408,Uibaí (BA),39,153,685,1826,Suinocultura
1644,2932457,Umburanas (BA),7,57,66,344,Suinocultura
1645,2932507,Una (BA),6,25,140,244,Suinocultura
1646,2932606,Urandi (BA),174,1044,2005,4618,Suinocultura
1647,2932705,Uruçuca (BA),5,6,13,14,Suinocultura
1648,2932804,Utinga (BA),20,66,535,373,Suinocultura
1649,2932903,Valença (BA),20,130,125,626,Suinocultura
1650,2933000,Valente (BA),25,88,196,669,Suinocultura
1651,2933059,Várzea da Roça (BA),37,327,182,1828,Suinocultura
1652,2933109,Várzea do Poço (BA),38,160,251,871,Suinocultura
1653,2933158,Várzea Nova (BA),14,97,290,932,Suinocultura
1654,2933174,Varzedo (BA),9,93,52,453,Suinocultura
1655,2933208,Vera Cruz (BA),5,12,25,191,Suinocultura
1656,2933257,Vereda (BA),12,60,187,397,Suinocultura
1657,2933307,Vitória da Conquista (BA),268,914,18297,5045,Suinocultura
1658,2933406,Wagner (BA),25,64,141,395,Suinocultura
1659,2933455,Wanderley (BA),243,581,1509,3771,Suinocultura
1660,2933505,Wenceslau Guimarães (BA),24,69,68,285,Suinocultura
1661,2933604,Xique-Xique (BA),66,520,596,3687,Suinocultura
